Comment,Insult
Tebrik ederim. Geçenlerde sizin için yalan haber cikaranlara öyle güzel cevap vermistiniz ki agziniza sağlık. Allah bozmasin mutlulugunuzu. Aileni kurmussun yaşıyorsunuz. Fazlada cameralarin karsisina cikmiyorsunuz. Kendi içinizde yasiyorsunuz kimseye ispat etmek zorunda kalmadan. Ama demekki arada resim ve konuşmak gerekiyormuş. Boş konusanlara. Sen akıllı ve mantıklı düşünen tatlı kadinsin. Ağır başlı ve olgun kadinsin. Ne yapicagini bilirsin pınar ablacim. Bir arada ellerine laf etmislerdi yuzuklu resim koymustun. Sonra baya kötü eleştiri gelmişti. Sen yine agizlarinin payını vermistin onlara. Seni seviyorum öptüm seni kocama,0
Cok klas bi durusunuz var. Bayiliyorum size :),0
Hep sevgiyle bakan iki cift gozunuz hep isikli olsun,0
"Kadının zerafetinin güzelliğiii,tam bir lady hatun yahuuu!",0
düğünün en şık bayanı.. Diğerleri resmen hayal kırıklığı??,0
"""Asil ""kelimesi sizde anlam buluyor ??",0
Temizzz yurek temiz giyimmmm sik harika birrr kadinnnnn yuzu gibi coook güzel,0
Televizyon ekranlarinda görüp beğendigim sadece 3-4 kadın vardır sende bunlardan birisin direk :Kusursuz,0
Güzel ülkemizin koca yürekli sanatçısı bazı sanatçılarımız biraz seni örnek alsa çok daha güzel olurdu sadece sanatını icra eden ve bunu para için değilde sevdiği için yapan gönüllerin sanatçısı MURAT abimiz saygı ve sevgiler seninle...,0
Murat bey sizin şarkılarınız neden radyo yedi çalınıp söylenmiyor istek yaptım üç kez calmiyorlar hatta mesajı dahi okumuyorlar,0
Abi çocuk çekiyo insanı ya,0
Askim yaaa yer bildirimi yap lütfennnn ?? Meraktan öldük,0
Ula gerçekmisin sen,0
Yarabbim neler yaratıyorsun böyleee sana şükürler olsun??????????,0
OHAAA HEP BÖYLE AKTIF OLSAN ASKIM ??????,0
Allahım güne bunla başlamak ?? sabah sabah şu tatlılığa baaak,0
Karizmasının sempatik olmasının mükemmelliğinin 1.88liği,0
allahım yemin ederim ölümümün sebebi olucaksın aşkım jzjxjxh,0
Fotoğraf atmana mı sevinsem yoksa daha yeni görmeme mi üzülsem,0
Kızdan güzel maşallah,0
ask bir vefadir sadakat ister ask hep kutsaldir gizlilik ister ask tene dokunup sevismek ister tek yastiga bas koymak beraber yaslanmak mangal gibi bir yurek ister  ???,0
Maşallah.Allah tüm evlilikleri bu kadar değerli birbirine tutkun saygı ve sevgi dolu yapsın.Benim eşimde inşallah bu dedenin eşine duyduğu bağlılıktan daha fazla sever inşallah.Aminn,0
İçimmm titredi nasıl bir duygu yoğunluğu,0
"Saygi, sevgi,ask, hosgoru, helal olsun hatice ye demek ki bu kadar degerli mis ????",0
"Sevginin,evliliklerin tabiri caizse bozuk para gibi harcandığını günümüzde böyle bir sevdaya şahit olmak ne güzel ?? Sevdiğine sıkıca tutunup,sadık kalan o güzel kalpli insanlar şimdi nerdeee ?? Allah herkese böylesi bir sevgi,vefa nasip etsin",0
Benimde adım Hatice eşim ile bunu izleyince eşim Allah kimseyi Hatice siz bırakmasın dedi cok şükür Allah eşimden razı olsun beni onsuz onuda bensiz bırakmasın inşallah Allah sizede böyle eş nasip etsin,0
bile güzel olduğun için olmasın bebişim :) yerim seni masumiyet ne güzel yakışıyor,0
Sensiz o diziyi izlemem o nasıl bir asalet,0
Oooo Beyaz Atlı Prens Ha..Yakışmış Hocammm,0
Nur yerlitaş hanım ben sizi eskiden sevmiyordum hele yarışmadan nefret ediyordum ablam bize kalmaya geldi o izleye izleye benide alıştırdı ve artık sizi seviyorum bide ablam sizin ne kadar güzel bir yüzünüz olduğunu devamlı olarak söylüyor ??????,0
"Askimm biz senin nasıl iyi , melek kalpli, tatlis biri olduğunu biliyoruz ,. Ailemden birisisin gibi hissediyorum ve tanıyorum seni?????? koca miniğinn yer seniiii ??????????çok fazla seviliyosun ???????",0
Survivorun birincisi sensin Allahin izni ile dualarim seninle sonuna kadar hak ediyorsun digerlerini teker teker eliceksin bundan eminim cunki orasi survivor ve survivora da bi tek sen yakiwiyosun duruwunla hic kimseye boyun eymiyosun diyerlerinden farkli olarak seni sen yapan en buyuk ozellik de bu zaten performansini soylememe gerek yok zaten o konuda her zaman birincisin çünkü her zaman ileri??????,0
Bir kadın olarak başarılanlara gurur duyuyorum ve tebrik ederim seni ??????Fakat bu kadar hırs bu kadar öfke en çok sana zarar verir Nagehancım. Biraz öfkeni dizginleyebilsen keşke öfken sebebiyle haklı olduğun olaylarda bile haksız duruma düşüyorsun.,0
Süpersin nagihan abla survivor un bu seneki kadın şampiyonu sen olmalısın güçlü kadın,0
10 yıllık survivor tarihinin erkek kız olarak gelmiş geçmiş en başarılı olan insandır kendisi.hakkındaki tüm yorumları okuyorum ve gerçekten nizim türk halkımdan tiksindim sizler nasıl insanlarsınızki  Bu yorumlarý elininde omuduðunu bilerek bir bayana erkek gibi kaslý yok bunu boþa nasýl pislik içiniz ahlaksýz hayýrdýr sizmi alacaksýnýz NAGÝHANI.O herseyden önce bir annedir.Cennet analarýn ayaðýnýn altýnda .Ne yapmýþ size dedikodumu stratejimi ne yapmýþ sizin kocanýzýmý ayarttý çocugunuza küfür mü etti bu kadýn ne yaptý hadi antifanlafa soruyorum.ORASI BÝR REALÝTY SHOW YARIÞMA ACUNUN REYTING YAPTIRIP PARALARI CUKKA ETTÝÐÝ BÝR PROGRAM. HEPÝNÝZ SALAKSINIZ VE ÝNSANLARA KÜFÜRLER EDÝP GÜNAHA GÝRÝYOR SUNUZ ALLAHTANDAMI KORKMUYORSUNUZ ÖLECEKSÝN SENDE 2güne hesabýný nasýl vereceksin.sevmiyorsan git kareþim profilinde ne iþin var.buradan girip profiline yaz küfürleri et hakaretleri gerçek hayatta ayný ortamda dahi bulunamayacaðýn medearý iftarýmýz milli grurumuz türk bayraðýmýzý elin gavurlarýnýn Gözüne sokan marþýmýzý okutan bir kadýn bir anne.yanyana gelsen elini ayaðýný öper yere eðer baþýný imza istersin yüzsüz köpekler.bana diyinki þu yarýþmacý çok iyidir dedikodu yapmaz strateji yapmaz.ÖYLE BÝRÝ YOKKK .Kadýn girdiði bðtðn yarýþlarý kazanýyo öteki mongollarýn bir sayý aldýðý yok kadýn bu beceriksizler yüzünden günlerce aç kaldý bide üste çýkýyolar niye çünkü baþarýsýz ve güçsüz olan her kimse güçlüyü kýskanýr ve evet herkez onu kýskanýyor güzelliðini diil ama ONU FÝNAL KOLTUÐUNDA GÖRDÜKLER ÝÇÝN HAZ EDEMÝYORLAR KADININ EYVALLAHI YOK KÝMSEYE ÝHTÝYACI YOK. Nagihanýn tek suçu oraya sayfa sayfa marþ ezberlemeden mevlananýn sözlerini hadisi þerifleri ezberlemeden girmiþ olmakmý.ACUN SORU SORDUGUNDA 2kelimeyi bir araya getirememek lafý yýlankn deliðinden çýkaramamakmý.Acun soru soruyor kadýncagýz 3 kelime edip gülüyor çok fazla hýzlý konuþup kendini savunma kabiliyeti olan birisi diil çünkü hayatýnýn hiçbir döneminde buna ihtiyaç duymamýþ.o kazanmýþ BAÞARILI OLMUÞ insanlar konýþmuþ durmuþ.arkasýna bakmamýþ.ÞU KADINI SEVMEYÝPTE ÞURAYa KÖTÜ YORUM YAPAN HERKÝMSE BELLÝKÝ HAYATI BOYUNCA HÝÇBÝRÞEKÝLDE BAÞARILI OLUP O KISKANILMA DUYGUSUNU TADAMAMIÞ .býrda fesadýndan atýp tutuyor.,0
Helal sana nagihan hem performansina hemkarşı takımın haddini bildirdığin için sen güçlü bi annesin kızın seninle anca gurur duyar,0
Nagi meyve veren ağaç tailanır sen bakma bu kötü yorumlara güçlü insan kıskanılır çatlasında patlasınlar,0
Ne zaman bitecek sensizlik??coook ozledim en yaxin insanim kimi kim bilir üşümüşsündür kim bilir yalniz misin ben cok merak ediyorum seni en yaxinim ablam gibi seni coook seviyorum ??,0
Allah kurtarsın. Bir an önce umarım. Hayatta herkes ikinci şansın Hakkı'na sahiptir. Bu kez iyi kullanın. Hayat Çok kısa çünkü.,0
denizcim seni yeni takip etmeye basladim. seni gercekren cok seiyorum.. surekli ya sabir cek.. bugunlerde bitecek.. gumbur gumbur gelecegin gunu bekle.. bizler senin arkandayiz..,0
İnşallah hemen çıkardın türkiye sensiz ne yapar o kadar katilleri serbest bırakıyorlar seni neden bırakmıyorlar çok adaletsiz bir ülkedeyiz inşallah çıkarsın seni seviyorum ????O???,0
"Denizim seni aylar sonra gorucem çok sevindim çok ...""eskiya dunyaya hukumdar olmaz "" da oynadığını öğrendim tatlim ...inşaallah bu olay seni az da olsa,mutlu etmiştir",0
size filim teklifi gelse fenomen olursunuz resmen tum insanlar ekran bawinda wahsen ben izlerim,0
"Allah yolunuzu açık etsin, inşallah hayatınızda ki bütün sorunlar düzelir. Kötü yorumlara üzülmeyin her insanın farklı fikirleri ve inanışları vardır. Siz kendinizi biliyorsunuz. Ben de sizi anlayabiliyorum :)",0
Kadinken güzeldi erkekken taş gibi yakışıklı biz şu köşeden atalım kendimizi ??,0
Tapiyorum ruzgar sana seni seviyorum??????????,0
Bu nasil bir yakisiklilik yaaa kiz oldugnu bilmessem asik olurdum. Ama yinede helal olsun oglana yinede cok seviyorum onu hayati böyle yasamak istiyor evet bizde ona birsey dememize hakkimiz yok ONUN KARARI ONUN HAYATI,0
Çok yakışıklısınız rüzgar bey sizde münasip görürseniz sizinle bir akşam yemeğine çıkmak isterim xdjdjd,0
"Harikasin Ruzgar'cigim, bu homofobik asagilik ulkede sadece 'kendin olabilmek' icin bile savas vermek gerekiyor! Insanlar herseye burunlarini sokarken, senin olan yegane sey 'vucudun' icin bile yorum yapabiliyorlar! Onlara uzuluorum, sana hayranim! Tam yol ileri ;) ?",0
Ben sana pilatonik aşık oldum bu çok kötü bu duygu ruzgar bunları gerçekten goruyosan beni duy çok güzelsin anlatamam offf erkek ben seni istiyorum ruzgar,0
"Iki melek ,cok yakisiyosunuz ???????",0
Artik sen benim canimsin canli kalan tek yanimsin!!,0
Biliyorum karizmaniz bozulacak ama sizi ben yerim yaaaa??????,0
Tebrikler sana yakışır bütün ödüller hak ediyosun sen çünki sen diye yazıyorum seni kendimize yakın bulduğum için Türk halkı seni seviyor yurtiçi yurtdışı fark etmiyor senin aracılığınla Anavatan Türkiyeme kucak dolusu selamlar Almanya Köln'den,0
Harikasiniz bayılıyorum size programiniza her daim başarılı olursunuz inşallah Dunya güzeli,0
VIYANADAN sana kucak dolusu selam gönderiyorum bir kadın olarak seninle gurur duyuyorum güzelim Benim mert yureklimmmm demir bilelklim helal olsun sana iyiki varsin??????????????????????????????????????,0
Ülkemizin senin gibi çok güzel insanlara ihtiyacı var saygılar,0
Keşke hafta sonuda izlesek programı vakit geçmiyor sensiz.Başarının devamini diliyorum,0
Bence aile ve sosyal politika bakani olmalisiniz,0
Askimsin muge Abla Allah bizim vatanimizdan eksik eksik etmesin,0
"Çok ama çok takdir ediyorum sizi Müge Anlı Hanım. Duruşunuz, güzelliğiniz, başarılarınız, programınız, insanlığınız, vicdanınız, program adı gibi tatlı sertliğiniz saymakla bitmez. Saygıyı fazlasıyla hak ediyorsunuz. Sizi seviyoruz.",0
Aynı anası cok tatlı güzel bir ayda dunyaya geldi rabbim kaderini hep mutlu sağlıklı kılar ha bu arada bakışları babası :)),0
Ekranla ra dön artık özledim bebek suratini ?,0
Allahım annesin ve babasına bağışlasın :-),0
"nice yaşlara Özgür Çevik. bugün eşimle çocuğumla mutluysam sebebi sensin. haberin olmadan bir hayata can verdin. Teşekkür ederim. Hayatda sana herseyin en guzelini yasatsin İnşallah Amin. Mutlu, huzurlu, saglikli, bol kazancli, basarili nice guzel gonlunce yıllara. Seni seviyoruz guzel adam..",0
"Özgür Beyciğim, yaşlansanız mı artık zahmet olacak ama ??!",0
okuyorsun ki şimdi sen bunları dimi ? Oku napiiim? Bu fotoğrafa şiir değil DESTAN yazılır . Yazıp yoluycam söz ¦,0
Benim güneş yüzlü yıldız gözlü oğlu,0
O zaman sen her şeyi gizli gizli okuyorsun... ? ne güzel işte. de bi de bir bildirim vs göndersen sevildiğini anlamanın cevabı olarak?,0
Çok seviyorum sizi ya aile ce izliyoruz ama hep ağlıyorum diziye bakarken,0
Meral lütfen ağzını öyle yapma sizi seviyorum,0
Ilk gün den beri izliyorum hep ağlıyorum her hafta özellikle son bölüm de çok ağladım,0
"Allahım turnuvanın en iyisi Arda,gol kralıda Burak olsun.AMİN",0
Ya sen koskoca Arda Turansın abi saçının bi teli bile tek başına havalı. Böyle sözlere gerek yok bence ??,0
"Köln den slmlar....Bence Okan bir psikoanalizci olacakti tam yakisir hatda bu meslek yapisirdi tam. Kendisine...2.S. Freud: ..Ic güdüsel seslerden rahat bahs eden , tabulari yikan( tabiiki sinirlar icerisinde) bir insan..????????",0
Okan medya arkasında reyting oyuncağı paçozların a.g. ins bugün fiks muhabbete geri donersin biz dada oldugu gunlerde uykusuzlugu sevdik,0
"Okan Bayulgen sizi gece kuşundan buyana beğenerek izliyorum, size verilen rtuk cezalarini saçma ve haksız bulmuşumdur. Bukez neden aldiniz merak ettim ve anlayamadim doğrusu ama bu akşamki programdaki söyledikleriniz gerçekden çok doğru tv de eger ceza verilmesi gerekiyorsa verilecek okadar çok şey varki, özellikle gündüz kuşaklarinin yaninda (bazi diziler bile)ve sizin gibi show programlari çok masum ve terbiyeli kaliyorO",0
Haksızlığın daniskası bi kere kadınları aşalamak isteseniz yürüyün kızlar diye bişey çıkartmazdınız ama yine biliyoruz ki siz böylesiniz ve böyle devam edeceksiniz çünkü bu ülkenin size ihtiyacı var biz bu at gözlüklerini takmaya devam edersek sonumuz kötü sen aynı çizginde devam et OKAN BAYÜLGEN...SEN HEP KONUŞ...,0
"20 Yildir seni izlerim Beyazit, severek, heyecanla! 18'imdeydim basladigimda; 38'imdeyim, 2 çocuk annesiyim halen Cuma aksamlari benim için Beyaz Show aksamlari... Dün aksam ki programin müthisti, sana yarasir bir Sezon finali oldu! Yeni Sezonda da görüsmek umuduyla...",0
Yüreği güzel kalbi güzel insan eğer allah bir kulunu seviyorsa onu kullarına da sevdirimiş Rabbim seni seviyo bukadar çok sevilmenin başka bir açıklaması olamaz beyaz candır can ,0
canim beyazim dünkü konusman çok duyguluydu ...beyaz seni biliyoruz ve çok seviyoruz sen ailemizden birisin ...ahlaki ve saygili ...o karsilastirdigin isimler de olmayan şey bu iste ...sakin üzülme sen kinayanlar ve yipratmaya çalışanlara takilma meyveli ağac taslanir...hep sevgiyle kal ??????,0
Senin biz bemBeyaz yüreğini biliyoruz.Duruşunla tavrınla hep örnek biri oldun nice 20 yıllar bu programı yaparsın inşAllah :)) ?,0
Gene minibus gibi doldurmus koltugu :) yeni sezonda su koltugu degistir beyazit daha az misafir al bizde keyifle izleyelim,0
Gerçekten durusun tavrın efendiligin ile kendine hayran bırakıyorsun Beyazıt abi seni izlerken ülkemizde hala böyle beyefendi adamlar var diye mutlu oluyorum çünkü inan yeni nesil öğrenirse adamlığı senin gibi adamları izleyerek öğrenir iyi ki varsın iyi ki seni tanıdı bu ülke,0
"Sezon finali yazıyordu ekranın kösesinde ama sanki veda gibiydi ...Cuma gecelerimiz boş mu kalacak yani ????Onca yıldır her sezon sonunda "" Gelecek sezon görüşmek üzere "" derdin . Bu sefer sadece iyi geceler dedin... ???? Dilerim ki gelecek sezon yine görürüz ekranda seni ... Tam 20 yıldır iyi- kötü zamanlar geçirsen de naifliğinden hiçbir şey kaybetmeyen kıymetli insan... Her durumda yüzümüzü güldürdüğün için kendi adıma teşekkür ederim sana . Hayranlarına saygına, sevgine, duruşunu bozmayısına ve en önemlisi ömründen bizler için harcadığın 20 koca seneye...Denizin etrafını saran kumsaldaki kumlar nasıl ki tek tek sayılamazsa sende hayranlarını sayamazsın ...??O?O? Hani bir sözün var ya senin "" sizler sadece beni seviyorsunuz.Ama ben daha şanslıyım... Ben hepinizi seviyorum "" diye... İşte ben de o kum tanelerinde sadece biriyim...Allah canına sağlık versin iyi tatiller, iyi geceler, mutlu sabahlar... Vicdanı ve merhameti içinde tuttuğun o kıymetli yüzüğünden öperim... Gelecek sezon görüşmek üzere... Allaha emanet olasın...Sevgiler...??O?????????",0
Dun geceki program butun bi sezonun en eglenceli bolumuydu beyazit bey siz programdanda harikaydiniz o ne guzel ne duygulu ne kadar samimi bir konusmaydi anneniz cok muhterem bir hanfendi resmen gozlerim doldu program hic bitmesin istedim sizi 20 yil daha gormek istiyoruz ekranlarda bu arada galiba artik evlenmeye biraz daha sicak baktiginizi hissettim rabbim gonluzun guzelliginden kat kat daha guzel bi es nasip etsin size yakisir bi evlilik yaparsiniz insallah sizi coooook seviyoruz bizi o guzel gulumsemenizden mahrum birakmayin paylasimlarinizi bekliyoruz TURKİYENİN EEEEEEEN ....... ENLER BİTMEZ BİR NUMARASİNİZ YERİ DOLDURULAMAZ BİR İNSANSİNİ,0
"Evlen artik beyazıt baba ol dünya starlari bile evlendi,sen kaldın...????",0
Beyazıt abi finalde daha baba ağır toplar olmalıydı??ama sende yetersin,0
"Seni seven koca bir nesil var. Seninle büyüdük, seninle güldük. Sen gülüşünü eksik etme. Yüreğin, gülüşün kadar temiz",0
Soylemeden gecemeyecegim 20 yildir senden bize degisen tek sey dekorun??,0
eskiden böyle şeyleri annem söylerdi yaşlandim galiba. Bu romantik şarkı çağrışım yaptı ikiniz evlensenize ?¦,0
Ben sizin gibi sıcak kanlı talk show yapan birisini daha tanimadim programin sonunda gelip canlarim diyip sarilmaniz kendimi cok sansli hissettim bian ??sohbet etmeniz program bitince gelip bütün okul grublariyla fotoğraf cekilmeniz herşey için teşekkürler çok sıcak insansiniz,0
ya sen ne tontik nonnik tatlı bir kız çocuğusunnn ??,0
Gölde süzülen kuğu gibi çıkmışsınız maşaallah O?O?O?,0
Ya ezgoşum artık evlen ya çocukların olsun senin gibi şeker tatlı kızlar çoğalsın ????,0
İyice zayiflamis zayifladikca guzellesmis ya. Gittikce turkan soraya benzemiyo musun acaba?,0
Bikine bayıldım ya. Nerden aldın acaba öğrenebilsem çok sevinirdim,0
Güzel yürekli güzel kadın..Sana mutluluk yakışır inşallah çok çok mutlusundur.,0
Sana benzeyen bir kızım var seni gördüğümde hep kızım geliyor aklıma...,0
"Asli tanimadan sevdiğim,nadir insanlardansin",0
Murat Bozla çok yakışıyorsunuz inşallah Mutlu olursunuz evlenin ??,0
Diva yıldız süperstar duayen usta daha ne sayayım?,0
Sabah tan yerinin agartisiyla başlayan gününüz akşam güneşinin batması ile biten gününüz her günümüz den daha güzel ve sağlıkla mutlulukla geçmesi dileklerimle saygilarimla hayırlı geceler,0
herkes yazmış sen ertuğrulsun sevgililer günümü kutlanır en önemlisi insan yani filmden çıkın gerçek hayata dönün abi yaa ne güldüm bee ?? ?? bu arada çok tatlılar maşallah ????,0
Yaaa çok tatlısınız kıskandım doğrusuuu :)),0
"Adam sankii gercek ertugtul gazii ???? adam rölünü yapiyor die, resim atmayacakmii ))))) Allah sabir versin size ??",0
"Instagramdan sizin fotoğrafınızı görünce size bakarken sanki bütün dertlerim,sıkıntılarım,üzüntülerim bitip gidiyormuş gibi hissediyorum sizden birşey isteyeceğim biliyorum belki bana kızacaksınız hatta belki beni engelleyeceksiniz ama ben sizden beni takip etmenizi istiyorum sizden çok şey istiyorum değilmi ama ne yapayım sizi çoook seviyorum lütfenn size yalvarıyorum bu isteğimi kabul edin nolurr lütfennn",0
Engin abi senden bişi rica edebilirmiyim benim bi tane arkadaşım var ve bu arkadaşım her gün sizin için ağlıyor onun fotoları ni bir kaç defa begenmissiniz rica etsem onun fotosuna yorum yaparmisiniz sizi gerçekten çok seviyor lutfennnn,0
Zuhal hanim siz egitimli ve kulturlu bir bayansiniz bunun yaninda kivrak zekaniza diyecek sozum yok her zaman kendiniz oldugunuz surece basariniz daim olacaktır,0
Zuhal abla Korhan abinin elbisesi çiçeklerle özdeş renkte süpersiniz ¦ ??????,0
Canim ablam benim gibi seninde Şansın yok bazı şahısları gördüm başka program da şaşırdım senin ekmeğin milleti kudurtuyor iki yüzlü insanlardan nefret ediyorum bu arada çok çok güzel olmuşsun allahım o güzel yüzün hiç solmasın seni çok seviyoruz samsudan,0
Zuhal hanım seni çok severek izliyoruz ne kadar hanım hanımcıksınız rabbim her daim eşinle seni mutlu etsin,0
Bugün çok seviyeli..eğlenceli keyifli bi program izledik..harikasiniz Zuhal hanimcim.O enerjiniz..otokontrolunuz ses.. Diksiyon tek kelimeyle müthiş. .basariniz.. adaylariniza gelen her türlü yorumla düşünce ve taleplerle belliki çok yüksek. O devamını dilerim..ve adayları evlendirme gibi.. reyting için zorlamamaniz çok mühim.ciddiyetinizi gösteriyor bu uslubunuz..o yuzden iliskiler uzun ve cetrefilli geciyor.ki dogrusuda bu olmali.Tebrik ederim sizi.,0
zuhal hanim siz iyi bir kadina benziyorsunuz. Ama neden hala umut yilmaz I ki perşembe gün tum türkiyeye bağırdı hakaretler etti hala programda sakliyorsunuz. Ya bu umut yilmaz insan gibi davranmiyor. En kötü cümleler kullanıyor ne bu ya ve siz asla bir şey yapmıyorsunuz .ama aynı cümleyi başka insan loca dan deyince hemen tavır gosteriyorsunuz haksızlık.bu adam normal bir insan degil ve normal davranmiyor.Zuhal hanim millet her şeyi giriyor. Umut yilmaz a o evi haziranda vereceksiniz ve bu büyük bir haksızlık olacak millet istemiyor.nursel varken Cansu varken. ...onlar muhtaç.,0
Tarkan bi dunya stari arkadaslar sonucta yabanci bi mankenlede ewlenebilirdi ama bakin kizdaki masuniyete cok naif ayrica bu kiz oyle unlu falanda degil zenginde degil tarkan abimiz evlenilecek kizi bulmus belliki ask ve sevgi olunca ne cok guzel olmaya gerek var nede söhret olmaya gerek var tarkandanda bu beklenirdi tebrikler....,0
TARKAN BEN AZERBAYCANDAN EFSANE SENİ ÇOK ÇOK ÇOK ÇOK ÇOK ÇOK ÇOK ÇOK ÇOK ÇOK ÇOK ÇOK ÇOK ÇOK ÇOK ÇOK ÇOK ÇOK ÇOK ÇOKÇOK ÇOK SEVİYORUM SENİ HİÇ BİR ZAMAN KALBİMDEN ÇIKARMIGAM KALBİMİN TEK SAHİBİ SENSİN TARKAN TEVETOGLU,0
beren ben iranda yasiurum.cok guzel oyunjusun cok tatlisin seni burada her kes cok sevior,0
"Çok büyük bir terbiyesizlik. Beren Saat gibi güzel insanların varlığını gördükçe bu ülkeye olan inancım artıyor. Cümlelerin çoğu uzun kırulmuş, okumaya başlayıp sonuna geldiklerinde başını unutacak insanların yapabileceği beddualı bu çirkin ithamlara da aldırmayınız. Milli bayramlarda yürüyüşlere katılmayı bırakın, çoğu evine bayrak asmaya erinen bir millettik. Şimdi bir coşa gelmiş herkes önüne geleni yıkmaya çalışıyor. Ne kadar hakikatlisiniz.. Ülkesini seven herkes sağduyulu olmalı demekle.",0
Canim çok guzel yaziyorsun helal olsun sana.okuyurken çok uzuldum agladim.berenim seni         okeder seviyorum ki keske duygularimi ifade edebilseydim ama manesef ki olmiyor guzelligine oyunculuguna dusuncelerine hayranim.yemin ediyorum kendi kardesim gibi seviyorum seni.berenim Allah kaybettiginiz sevgilize ve dayiza rehmat elesin mekanlari cennat olsun insallah.Allah yoluni her zaman açik etsin guzel yuzun hep gulsun insallah.canim artik seni çooooook ozledik sebirsizlikla kosem sultani bekliyoruz. ??? ????? ??????,0
BEREN SAAT SEN COK OZELSIN SENINLE GURUR DUYUYORUZ INSAN BU KADARMI GUZEL AKILLI TATLI OLA BILIR...MASALLAH SANA????????,0
Dünyaca tanınan hayran kitlesi dünyaya açılan yıldız starsın inanılmaz ışık ses ve fiziğe sahipsin dünya güzeli yok böyle bişey senin gibisi gelmez??????,0
Baba olmak hayatınızı ne yönde değiştirdi ? Aile olmak güzel şey bu yalan dünyada Allah ayirmasin,0
Yuregimi sabahimi aydinlattiniz sultanimla tesekkurler mutlu sabahlar gonlunuzce bir gün diliyorum -sevgilerimle ¦¦¦¦¦¦¦,0
Aşkların en güzeli sevgili canım sultanim gözleri ömre bedelim yerini alacak hiç kimseyi goremiyorum ¦¦¦¦¦,0
Gece gece hayrolsun ins bulent abla ruyamda gördüm sizi once gri bir elbise giyyiyorsunuz hasta gibi yerde yatiyorsunuz zonra bembeyaz bir elbiye donuyor elime aldigda yapyani oluyor bana bir sarki soylemiz diyorum cile şarkısını soyluyosunuz cok güzel bir ruyadan sizin sesiniz ile uyandiim iyi geceler ablacim,0
Eski nostalji şarkılarından bir albüm daha yaparmisinz acaba bülent hanım mesela suskun dünyam albümünden de olsun bir gönül sayfası hele bu şarkının yeri başka rahmetli arkadaşımla bizim ortak sarkimizdi mekanı cennet olsun,0
"Bulen ersoy evlimi?yada hic evlendimi ?cox metak ediyorum.,bilen varsa yazinde xaiw",0
"bu ülkenin zaferlerle donanmis kisisidir, kaliplari kirmis gönüllere özgünlügü ile tahtini kurmustur. Belli ki mertligi o tahttan kendisini sonsuza dek orada dimdik tutacaktir. Kürkünü de giysin. O kürkleri ondan daha iyi kim tasiyabilecek! Sonra kürk ne? Bülent Ersoy'un yaninda kürk ne ki Ömür Gedik ne olsun? Sahsen ilk kez ögreniyorum ismini de. Aman Bülent Hanim, kendini öne cikarmak isteyen insanlarin tuzagina firsat vermeyiniz, efor hiiiic sarfetmeyiniz, bosadir. Siz kendiniz dimdik devam ediniz. Giyiniz kürkünüzü de. Giyiniz. Saygilarimla ??",0
Sevgili Gökhan umarım sizin gerçek sayfanızdır Athena yı hep sevdik ancak sizi daha yakından tanıma şansı bulduk bu yarışma ile öncelikle anne ve babanızı kutlarım ki sizin gibi harika evlat yetiştirmişler ülkemin sizler gibi güzel gönüllü içi titreyen samimi olduğu gibi insanlara ihtiyacı var örnek olursunuz gençlere diye umuyorum güzel kızınız eşiniz gelecek bebeklerle birlikte sağlıklı çok güzel günler görün dilerim hep bizlerle olun sevgiyle kalın sizi çok seviyoruz ALLAH a emanet olun,0
"Sizleri tebrik ederim.ve ne kadar donanımlı ve özel insanlar olduğunuzun farkindasinizdir inslh! Bu prog.sayesinde gökhan seni daha fazla tanıma fırsatımiz oldu.hayranligimiz kat kat arttı. Başka yönlerini kesfettik! Semavi yönüne hayran kaldım. ""Ötme bülbül "" anonim .ama hangi Dergah a ait? Birde sizin ruhani yönden bir gruba üye olduğunuzu ve ziyaretlerinizi duymuştum. Beni çok etkiledi .Bu yaptığınız müziğe de zaman zaman yansıyor. Bunu çooook seviyorum.ve bu bana huzur veriyor.ismini verirseniz ziyaretin bende bilmek ve bilgilenmek hakkında isterim.tskr.yolunuz açık olsun!",0
Demom Inferno 'nun diger konserleridemi iptal oldu?Ay kahrimdan ölürüm o zaman hicmi kavusamicam ben Size,0
Ah evet hazir mikrofon elindeyken ah  O kadar da değil tabiki de şaka yapıyorum :).,0
Allah kolaylık versin Demom  Nagihanda zaten kibrisi göremicekse cidden bayan sampiyon zor cikar artik ben Iksinede oy attim  ,0
tabıkı bende onu kasdettım  güzel bir şekılde fıkır beyan etmişsinız  sevgıler ,0
"Beni çok mutlu ettınız. Ne yazsam eksik kalır, 140 karaktere sığmaz. Mutlaka yüzyüze teşekkür etmek ısterim.",0
ya seni yerim ya kızını da yerim seni de yerim çok tatlısın len evime alıp ağzını yüzünü mıncırasım var,0
Allahım bu ne güzelik bu ne tatlılık ben kime bakicagimi şaşırdım kraliçenin prensesinemi yoksa kraliceyimi bakicam MAAŞALLAH,0
Wuuu saç sitilin harika olmuş sanki hakan pekerle çekindiğin kilipteki kahkülün gibi yoksa ondanmı esinlendin,0
"bu kadar tepkiye rağmen azimle tweet atıyorsunuz, enteresan yani...",0
"affedin, gerçekten bu saatten sonra beni severler, belki inanırlar mı diyorsunuz????",0
